AORKEY,Target Coordinates,DateObs,Mission,Read Mode,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%),Outliers Rejected
40406016,"70.82167899, -23.6284028",2010-10-19T06:36:09.453,WARM,SUB,NO,medium,4,0.02,55488.2751094,1226.023375847363,28.49615013540308,2.3242746179866303,0
40406272,"205.30642575, -46.028306",2011-04-15T21:47:49.175,WARM,SUB,NO,medium,4,0.02,55666.908208,5605.029336653408,29.32199490084586,0.5231372244405259,0
40406528,"65.10459186,  18.7426794",2010-10-12T08:03:46.956,WARM,SUB,NO,medium,4,0.02,55481.3359601,2592.655196977377,29.03901717365816,1.120049330412815,0
40406784,"246.35070072,  37.394049",2010-10-01T08:02:53.397,WARM,SUB,NO,medium,4,0.02,55470.3353402,3039.0610578728815,34.7536464503812,1.1435652587614078,0
40407040,"172.80454983,  63.157534",2010-12-20T15:53:24.358,WARM,SUB,NO,medium,4,0.1,55550.6620875,695.8459627705023,21.309589984254874,3.06240046279941,0
40407296,"251.32450505,  56.781888",2010-09-19T00:56:40.390,WARM,SUB,NO,medium,4,0.02,55458.0393564,8704.759305866346,337.49171619321146,3.8770941772711365,0
40407552,"337.6617619, -10.6779730",2010-12-21T20:25:58.715,WARM,SUB,NO,medium,4,0.02,55551.851374,3094.7142198424744,51.854555352205296,1.6755846152038159,0
40408064,"44.3050051, -24.97508077",2010-10-15T13:33:53.525,WARM,SUB,NO,medium,4,0.02,55484.5652028,1932.7262170499653,62.82880809598747,3.2507867664716015,0
40408320,"54.92956688, -52.9158378",2010-10-25T11:45:45.690,WARM,SUB,NO,medium,4,0.02,55494.4901122,1656.1133671554726,71.63872209962054,4.325713657070871,0
40408832,"236.00757888,  2.5151668",2010-09-20T01:17:18.781,WARM,SUB,NO,medium,4,0.02,55459.0536896,6276.265181160051,227.32895983905394,3.622041983207542,0
40409600,"92.24126656,  2.49969105",2010-11-24T06:53:56.688,WARM,SUB,NO,medium,4,0.02,55524.2874617,2197.9535090871022,42.31424967993311,1.9251658192491936,0
40410112,"157.09812437, -51.705263",2011-04-15T22:22:49.902,WARM,SUB,NO,medium,4,0.02,55666.932522,1044.141404958551,41.467299144839544,3.9714256084390853,0
40410624,"23.96069346, -39.9471237",2010-09-27T07:18:08.037,WARM,SUB,NO,medium,4,0.02,55466.3042597,2161.4076167282874,67.75373261020819,3.134704073670597,0
40411136,"281.75513526,  18.181510",2010-10-26T11:59:13.915,WARM,SUB,NO,medium,4,0.02,55495.4994666,6615.376867933559,101.34306394915929,1.5319318305264709,0
40411392,"216.83904533, -14.838778",2010-09-23T11:19:44.035,WARM,SUB,NO,medium,4,0.02,55462.4720374,1148.059757328361,26.363018022601572,2.296310610516538,0
40411648,"288.19666481,  64.176993",2010-09-19T01:56:09.702,WARM,SUB,NO,medium,9,0.02,55458.0806678,178.23573620969148,19.167236501387706,10.753868393057697,0
40411904,"215.77842298,  25.338176",2011-04-15T13:34:30.716,WARM,SUB,NO,medium,4,0.02,55666.5656333,2399.605536566557,64.58967125710967,2.6916787060562846,0
40412160,"111.85610174, -51.402599",2010-12-14T14:47:14.870,WARM,SUB,NO,medium,4,0.02,55544.6161443,2762.344744170616,54.46162040161322,1.9715721767365832,0
40412416,"223.34728517,  15.705163",2011-04-16T14:03:13.320,WARM,SUB,NO,medium,4,0.02,55667.5855708,2868.497954627164,75.00683657651328,2.6148471347354465,0
40412672,"321.16884207, -68.227924",2010-10-27T01:53:55.252,WARM,SUB,NO,medium,4,0.02,55496.0791117,2597.3481090031887,84.34819030703748,3.247473452428703,0
40413440,"336.56017496, -2.7889786",2011-01-02T22:03:15.861,WARM,SUB,NO,medium,4,0.02,55563.9189336,1437.0285629515186,64.48259143237415,4.487217101651279,0
40413696,"195.18208121,  56.366336",2011-01-11T06:03:57.087,WARM,SUB,NO,medium,4,0.02,55572.2527441,7789.5034671557505,185.4590789041229,2.3808844772469326,0
40413952,"272.60896324, -62.002238",2010-10-27T16:10:23.083,WARM,SUB,NO,medium,4,0.02,55496.6738783,7162.480978570235,81.91693061197881,1.143694913216104,0
40414464,"326.13054156,  14.771939",2010-12-20T00:42:41.922,WARM,SUB,NO,medium,4,0.02,55550.0296519,4352.186955342665,0.0,0.0,0
40414720,"284.71251298,  30.180642",2010-10-20T03:57:32.839,WARM,SUB,NO,medium,4,0.02,55489.1649634,2313.9175004713597,25.077255655526617,1.083757551875476,0
40416000,"215.75933085, -39.511827",2010-09-26T09:00:37.504,WARM,SUB,NO,medium,4,0.02,55465.3754341,2889.212631852179,67.34515056067686,2.330917074715408,0
40416512,"81.12570714, -38.9696517",2010-10-15T10:13:32.844,WARM,SUB,NO,medium,4,0.02,55484.4260746,1369.1544709253317,29.753898427959967,2.1731586216017718,0
40416768,"276.95618834, -29.816862",2010-10-27T00:02:04.264,WARM,SUB,NO,medium,4,0.02,55496.0014382,4022.7112414298545,88.82377145680248,2.2080573554971465,0
40417024,"312.54399038,  29.384098",2010-12-23T16:00:53.766,WARM,SUB,NO,medium,4,0.02,55553.667289,1851.7029079267102,12.743961658244826,0.6882292836335075,0
40417536,"27.45353704, -38.4028365",2011-01-12T00:17:52.568,WARM,SUB,NO,medium,4,0.02,55573.012414,2752.753446654868,51.647644657029346,1.8762176002282842,0
40417792,"41.86425608,  19.3718178",2010-09-27T07:58:41.827,WARM,SUB,NO,medium,4,0.02,55466.3324286,2340.6916958720685,74.38500774622712,3.177907106579177,0
40418304,"235.68568962,  26.295634",2011-04-18T09:59:49.176,WARM,SUB,NO,medium,4,0.02,55669.4165414,9196.742467365422,108.52900947991014,1.1800809891657247,0
40418560,"258.15676059,  18.351194",2010-10-26T11:18:18.211,WARM,SUB,NO,medium,4,0.02,55495.4710441,1665.8379878048922,54.641518895108106,3.2801220343828463,0
40418816,"315.87294222, -1.5796687",2011-06-29T09:54:49.626,WARM,SUB,NO,medium,4,0.02,55741.4130744,1372.3017216324167,19.64539725661,1.431565445625244,0
40419072,"157.76892509,  82.558682",2010-12-23T14:54:58.982,WARM,SUB,NO,medium,4,0.02,55553.621516,5835.922708914752,87.80329683481048,1.5045315233645098,0
40420096,"199.64527512, -51.285781",2011-04-18T20:49:49.350,WARM,SUB,NO,medium,4,0.02,55669.8679323,1199.2329277960062,66.08537041878506,5.510636748462132,0
40420352,"112.78213185,  14.614143",2010-12-04T06:20:16.434,WARM,SUB,NO,medium,4,0.02,55534.2640791,1135.9308886555395,32.295394675859995,2.843077426487103,0
40421120,"28.52549212,  66.1761915",2010-09-30T18:15:12.994,WARM,SUB,NO,medium,4,0.02,55469.7605671,1201.3072744002075,40.84637343093169,3.400160333776851,0
40421376,"33.55654485, -3.63520376",2010-10-10T05:18:14.564,WARM,SUB,NO,medium,4,0.02,55479.2210019,1268.8746649371276,43.68044817990814,3.442455696132328,0
40421632,"233.78520146, -41.166756",2010-09-26T06:13:11.021,WARM,SUB,NO,medium,4,0.02,55465.2591553,12053.720573334329,472.8512517069754,3.9228655486923585,0
40422144,"281.83246764,  68.279120",2010-09-19T01:47:04.187,WARM,SUB,NO,medium,4,0.02,55458.074354,743.1885377724869,44.81768616835898,6.030459821499436,0
40422400,"122.84021224,  38.731313",2010-12-19T18:58:13.385,WARM,SUB,NO,medium,4,0.02,55549.7904327,2511.354960339079,48.78526597746353,1.9425874377740942,0
40422656,"60.98584217,  8.19726601",2010-10-13T12:58:05.390,WARM,SUB,NO,medium,4,0.02,55482.5403402,4621.002759644754,41.91029037629824,0.9069522905785962,0
40422912,"65.85443321,  16.7772663",2010-10-19T07:07:40.560,WARM,SUB,NO,medium,4,0.02,55488.2969972,3160.4682554720066,66.32501456691104,2.098581893745539,0
40423168,"103.82777794,  25.375695",2010-11-25T12:14:38.824,WARM,SUB,NO,medium,4,0.02,55525.5101716,5588.583371255661,88.34756045290672,1.5808578772809199,0
40423936,"153.57984678,  21.074949",2011-01-19T06:58:48.715,WARM,SUB,NO,medium,4,0.02,55580.2908416,1096.9947347892728,45.963738004279136,4.189968880124893,0
40424192,"209.95531759, -3.5498088",2011-04-15T19:03:26.945,WARM,SUB,NO,medium,4,0.02,55666.7940619,2536.1505047975484,61.546820291950255,2.426781067429723,0
40425216,"317.18954254, -4.4268037",2011-07-06T03:22:24.189,WARM,SUB,NO,medium,4,0.02,55748.1405577,903.8332785590173,63.56140330470258,7.032425648902706,0
40425984,"28.49034256,  10.6140265",2010-10-01T16:38:14.999,WARM,SUB,NO,medium,4,0.02,55470.6932292,1896.4382149940184,0.0,0.0,0
40426240,"236.90875139, -9.4804402",2010-09-26T05:48:36.124,WARM,SUB,NO,medium,4,0.02,55465.2420848,1319.1104333924309,34.10161779545622,2.585198095034027,0
40427008,"33.510245,  47.484236",2010-10-01T17:06:58.985,WARM,SUB,NO,medium,4,0.02,55470.7131827,2989.653448074042,72.27573130532177,2.417528739054433,0
40427264,"208.95830664,  14.056503",2011-04-01T06:56:56.613,WARM,SUB,NO,medium,4,0.02,55652.2895441,3383.0485956278126,0.0,0.0,0
40427520,"111.67854825,  49.211528",2010-12-19T19:25:52.875,WARM,SUB,NO,medium,4,0.02,55549.8096398,4264.0596226330135,50.972951909885005,1.1954089862939048,0
40428288,"24.98382624,  15.2592953",2010-10-03T20:34:58.067,WARM,SUB,NO,medium,4,0.02,55472.8576165,774.0025926956267,296.89662421278507,38.35860848718609,0
40429312,"325.12405799, -74.074281",2010-10-27T01:25:55.238,WARM,SUB,NO,medium,4,0.02,55496.0596671,2371.6458990891438,52.48483101954265,2.213012956095175,0
40429568,"223.21280544, -37.803162",2010-09-26T09:07:49.293,WARM,SUB,NO,medium,4,0.02,55465.3804316,1941.1181983962913,36.90401989062189,1.9011732475184235,0
40429824,"142.30815431,  68.768099",2010-12-17T14:09:37.711,WARM,SUB,NO,medium,4,0.1,55547.5900198,663.940981487943,14.062927776030543,2.118099073281248,0
40430080,"23.75419955, -29.9103728",2010-09-27T07:15:25.194,WARM,SUB,NO,medium,4,0.02,55466.3023749,4173.595198917983,5.521896683385421,0.13230551647215305,0
40430336,"336.46314311, -75.015688",2010-12-01T23:47:21.414,WARM,SUB,NO,medium,4,0.02,55531.9912201,3442.0481636479713,114.81473137143355,3.335651504938558,0
40431104,"82.18704847, -65.4486916",2010-09-19T10:23:06.973,WARM,SUB,NO,medium,4,0.02,55458.4327196,4548.7720014707165,39.02488823628211,0.857921395569277,0
40431360,"41.57198671,  11.7752391",2010-09-19T06:45:38.020,WARM,SUB,NO,medium,4,0.02,55458.2816901,2040.037405862123,75.9508315999107,3.7230117144746053,0
40431616,"333.23951709, -26.327792",2010-12-14T15:24:20.067,WARM,SUB,NO,medium,4,0.02,55544.6418989,1542.0729363026983,43.205098462596396,2.8017545373817216,0
40432384,"19.12188658,  42.9394174",2010-09-19T07:03:41.011,WARM,SUB,NO,medium,4,0.02,55458.2942247,2664.6884095733494,57.020953747234955,2.1398732227894794,0
40432896,"181.72040828, -64.613730",2011-04-18T23:13:10.031,WARM,SUB,NO,medium,4,0.02,55669.9674772,13899.8298335325,182.28150895177683,1.3113938165777663,0
40433664,"338.14783721,  20.230020",2011-01-02T21:14:29.974,WARM,SUB,NO,medium,4,0.02,55563.8850691,1777.1479183608576,21.374575632918855,1.2027460073573153,0
40433920,"140.24738242,  38.188251",2010-12-19T18:03:59.088,WARM,SUB,NO,medium,4,0.02,55549.7527672,2854.1161934964393,132.78395780242624,4.652366925530073,0
40434176,"91.7490545, -46.20563588",2010-12-14T14:34:33.676,WARM,SUB,NO,medium,4,0.02,55544.6073342,1473.138925242034,32.906553176343365,2.2337712087091095,0
40435200,"221.88636068, -0.2814738",2010-09-23T11:34:41.944,WARM,SUB,NO,medium,4,0.02,55462.4824299,991.4278099951924,0.0,0.0,0
40435456,"268.93707589,  18.500384",2010-10-26T11:26:21.413,WARM,SUB,NO,medium,4,0.02,55495.4766367,962.1438040799487,42.723628621153125,4.440461856115953,0
40435712,"39.35161679, -52.5430314",2010-09-07T08:27:37.865,WARM,SUB,NO,medium,4,0.02,55446.3525216,4567.941826644382,32.43994812947732,0.7101655266329818,0
40435968,"24.90007456,  45.8777740",2010-09-25T08:09:59.912,WARM,SUB,NO,medium,4,0.02,55464.3402768,2904.9363682097464,146.39946284044038,5.03967881852997,0
40436480,"319.61362218, -43.334651",2010-12-08T03:02:39.727,WARM,SUB,NO,medium,4,0.02,55538.1268487,2370.275644560864,51.54427890055797,2.174611168909322,0
40436736,"195.95689051, -5.1618299",2011-03-29T09:10:48.932,WARM,SUB,NO,medium,4,0.02,55649.3825108,1896.8055669103774,0.0,0.0,0
40436992,"201.27782538,  23.854420",2011-03-26T05:15:35.546,WARM,SUB,NO,medium,4,0.02,55646.2191614,1857.833682238166,29.07810475648891,1.5651618890587657,0
40437248,"236.82120604, -0.2699112",2011-04-17T03:28:30.134,WARM,SUB,NO,medium,4,0.02,55668.1447932,1678.6417461913518,17.42187581069049,1.0378555073003968,0
40437504,"189.42616369, -27.138884",2011-03-29T12:11:53.212,WARM,SUB,NO,medium,4,0.02,55649.5082548,4640.418825868834,86.63793147733017,1.867028273274639,0
40437760,"88.51767081, -60.0234699",2010-09-25T21:11:35.334,WARM,SUB,NO,medium,4,0.02,55464.8830479,3589.501495611228,76.55222306171162,2.132670042213651,0
40438016,"79.84868832, -27.3688848",2010-11-11T08:19:13.569,WARM,SUB,NO,medium,4,0.02,55511.3466848,1215.6514284735674,61.190611399361394,5.033565540756644,0
40439040,"358.2857979,  29.0180651",2011-02-11T00:43:13.797,WARM,SUB,NO,medium,4,0.02,55603.0300208,885.9865029097448,43.76298049890072,4.939463564645165,0
40440064,"332.09589491, -32.988438",2011-07-06T04:42:55.675,WARM,SUB,NO,medium,4,0.02,55748.1964777,5507.065994486739,59.43043686249823,1.079166963352092,0
40440576,"357.10704667, -12.987460",2011-01-09T20:36:50.315,WARM,SUB,NO,medium,4,0.02,55570.8589157,1077.768202488297,64.53432966857845,5.987774506576167,0
40440832,"168.30514405,  4.4823445",2011-01-26T17:19:05.045,WARM,SUB,NO,medium,4,0.02,55587.7215862,1502.8594222423746,0.0,0.0,0
40441088,"192.741158, -52.78742939",2011-04-18T21:03:56.259,WARM,SUB,NO,medium,4,0.02,55669.8777345,2201.548902129215,32.178444902741695,1.4616275328529156,0
40441344,"238.94828225,  37.946955",2010-10-01T07:56:32.886,WARM,SUB,NO,medium,4,0.02,55470.3309362,4476.150409718171,44.57520779404577,0.9958380240589888,0
40442624,"92.56030883, -74.7530454",2010-09-23T09:23:33.462,WARM,SUB,NO,medium,4,0.02,55462.3913595,12809.06554875143,79.65531690042404,0.6218667286638132,0
40442880,"326.12484039,  41.597461",2010-09-19T02:29:15.168,WARM,SUB,NO,medium,4,0.02,55458.1036478,1091.5968686613674,39.06389656822142,3.5786010101078563,0
40443136,"316.82294702, -57.032316",2010-12-02T00:07:17.085,WARM,SUB,NO,medium,4,0.1,55532.0050588,644.5449110281252,16.505807547944926,2.56084677196756,0
40443392,"42.15851229, -37.4010025",2010-09-29T08:56:44.920,WARM,SUB,NO,medium,4,0.02,55468.3727421,1712.1110596884757,30.19173686426546,1.7634216363136483,0
40443648,"209.86535441, -5.4238655",2011-04-15T19:01:37.441,WARM,SUB,NO,medium,4,0.02,55666.7927945,1128.1151630942436,46.714411508924265,4.140925770450061,0
40443904,"196.72765899, -49.906256",2011-04-18T20:54:15.170,WARM,SUB,NO,medium,4,0.02,55669.8710089,3286.3720490555397,86.37690492511499,2.6283361602329407,0
40444160,"252.58075371,  7.2476834",2010-10-20T05:18:49.623,WARM,SUB,NO,medium,4,0.02,55489.2214077,2459.1724647230794,49.50228140253055,2.012965016185022,0
40445184,"157.93010156,  57.115863",2010-12-19T21:41:40.557,WARM,SUB,NO,medium,4,0.02,55549.9039416,1139.9276498103256,33.2473433973919,2.9166187347875963,0
40445440,"205.37455448,  64.822410",2011-01-03T21:28:31.675,WARM,SUB,NO,medium,4,0.02,55564.894811,1740.8432915515518,64.67357365016849,3.7150715382616224,0
40446208,"241.62276443, -45.173240",2010-10-17T06:20:00.257,WARM,SUB,NO,medium,4,0.02,55486.2638919,5586.686065252921,90.72119614238089,1.6238821205048999,0
40446464,"230.34302182, -40.647506",2010-09-26T06:09:53.032,WARM,SUB,NO,medium,4,0.02,55465.2568638,7642.51380028435,82.99639225808598,1.0859828902762072,0
40447232,"209.83084635,  22.869751",2011-04-01T06:54:19.312,WARM,SUB,NO,medium,4,0.02,55652.2877235,997.7750101714396,56.27469683825616,5.640018667994796,0
40447488,"194.41754758,  35.225019",2011-03-18T21:15:32.726,WARM,SUB,NO,medium,4,0.1,55638.8857954,719.3013242173463,13.284209214428468,1.8468211814961808,0
40448512,"141.8682105,  39.5049754",2010-12-19T18:29:31.997,WARM,SUB,NO,medium,4,0.1,55549.7705092,732.2533045481424,15.931100710889845,2.1756270148511767,0
40449280,"60.91413498, -47.8618856",2010-10-25T11:48:18.487,WARM,SUB,NO,medium,4,0.02,55494.4918806,1211.5618470987379,65.69025559214778,5.42194818609159,0
40449792,"179.25122956, -4.7827729",2011-03-12T15:01:38.520,WARM,SUB,NO,medium,4,0.02,55632.6261403,1727.4793619899344,47.942900168349404,2.7753095766726013,0
40450560,"38.02164992, -15.2445570",2010-10-09T00:24:24.994,WARM,SUB,NO,medium,4,0.02,55478.0169559,10883.405502173267,61.49937143772139,0.565074704102873,0
40451328,"214.20602865, -5.6440377",2011-04-15T18:59:25.148,WARM,SUB,NO,medium,4,0.02,55666.7912633,1265.156930088948,60.12485844778431,4.7523636805718,0
40451584,"232.13031794,  38.723727",2011-04-16T17:38:32.862,WARM,SUB,NO,medium,4,0.02,55667.7351026,1590.3143782447673,58.19320297099463,3.659226362225472,0
40452608,"59.36957884, -1.15946432",2010-10-13T12:53:37.081,WARM,SUB,NO,medium,4,0.02,55482.5372347,2694.036400863675,25.97411635517643,0.964133830814218,0
40452864,"172.45038157, -51.663004",2011-04-15T22:29:11.882,WARM,SUB,NO,medium,4,0.02,55666.9369431,1009.6434362052759,0.0,0.0,0
40453632,"206.68051494,  25.702237",2011-03-31T21:04:08.814,WARM,SUB,NO,medium,4,0.02,55651.8778798,4170.671263155327,67.11363732533218,1.6091807071496989,0
40453888,"322.75714225,  23.335380",2010-12-17T00:27:17.690,WARM,SUB,NO,medium,4,0.02,55547.0189547,913.2747096019243,0.0,0.0,0
40454400,"159.01878058, -26.675481",2011-01-30T11:46:37.609,WARM,SUB,NO,medium,4,0.02,55591.4907131,2823.4359744556696,89.05227538101441,3.1540391277398383,0
40454656,"204.87686824,  52.921206",2011-01-22T11:48:56.883,WARM,SUB,NO,medium,4,0.02,55583.492325,2561.966028970329,65.59742894431342,2.560433206472978,0
40455680,"91.60284807,  63.8351354",2010-12-20T17:40:52.420,WARM,SUB,NO,medium,4,0.02,55550.7367178,989.6070463316382,32.57984947130041,3.292200635804913,0
40455936,"11.4620395,  54.97783311",2010-09-19T02:09:35.072,WARM,SUB,NO,medium,4,0.02,55458.0899893,1027.140571808181,46.1483315241968,4.492893454978334,0
40456704,"190.43551025,  55.724673",2011-01-11T06:05:54.689,WARM,SUB,NO,medium,4,0.02,55572.2541052,1344.300438644799,64.11939366913175,4.769721992635149,0
40456960,"103.66097825,  13.177839",2010-11-25T12:08:48.833,WARM,SUB,NO,medium,4,0.02,55525.5061207,8925.7771835434,72.65393859941175,0.8139788514255654,0
40457472,"161.33952828,  38.511751",2011-01-11T06:28:48.781,WARM,SUB,NO,medium,4,0.02,55572.270009,2048.7780187836743,0.0,0.0,0
40457728,"133.27539781,  52.390229",2010-12-17T13:38:44.319,WARM,SUB,NO,medium,4,0.02,55547.5685685,1594.3184381446954,36.78791859316867,2.307438571429851,0
40457984,"35.50638232, -10.7775334",2010-10-14T08:57:54.942,WARM,SUB,NO,medium,4,0.02,55483.3735526,4524.15105547404,55.19039760152161,1.219906164157438,0
40458240,"149.62517581,  67.054444",2010-12-18T05:14:04.444,WARM,SUB,NO,medium,4,0.1,55548.218107,483.18366376581474,11.2094939332606,2.319924031763938,0
40458496,"217.54314105, -43.546949",2010-10-07T05:45:21.985,WARM,SUB,NO,medium,4,0.02,55476.2398378,1175.0915600510043,21.623478030964183,1.8401526115995275,0
40458752,"203.37255107, -43.422768",2011-04-15T21:45:46.995,WARM,SUB,NO,medium,4,0.02,55666.9067939,1936.1757878778321,54.487472063801455,2.8141800142807836,0
40459264,"45.60844284,  26.6092389",2010-09-30T17:56:12.288,WARM,SUB,NO,medium,4,0.02,55469.7473644,2957.9754009258286,0.0,0.0,0
40459520,"176.40172648, -66.728740",2011-04-15T22:50:29.361,WARM,SUB,NO,medium,4,0.02,55666.9517287,13951.147365831039,155.53468075238834,1.1148522531797047,0
40460288,"214.13684692,  20.121849",2011-04-15T15:11:39.786,WARM,SUB,NO,medium,4,0.02,55666.6330994,3085.9410883736396,12.62014227709138,0.4089560336922206,0
40460544,"63.87000207,  6.18686108",2010-10-13T13:01:42.518,WARM,SUB,NO,medium,4,0.02,55482.5428532,3244.9172720268443,41.75986718283882,1.2869316436148992,0
40460800,"162.47386002,  27.973948",2011-01-11T07:18:01.886,WARM,SUB,NO,medium,4,0.02,55572.3041885,2911.603441815639,34.8232525822959,1.1960163283974057,0
40461312,"326.00156483, -57.283054",2010-12-02T00:03:05.694,WARM,SUB,NO,medium,4,0.02,55532.0021492,1702.8827284145177,64.57867578832877,3.7923149205027906,0
40461568,"15.58805967, -10.4238595",2010-09-19T04:19:26.656,WARM,SUB,NO,medium,4,0.1,55458.1801696,795.6383608208217,15.017572119616286,1.8874871875362293,0
40461824,"230.20865755,  31.480108",2011-04-16T16:27:51.180,WARM,SUB,NO,medium,4,0.02,55667.686009,1609.3478404535165,41.879374957825576,2.6022575048799834,0
40462336,"143.18233098,  26.988530",2010-12-31T09:35:20.268,WARM,SUB,NO,medium,4,0.02,55561.3995401,2664.34604296616,47.41192390260906,1.779495723829716,0
40463104,"344.36658507,  20.768828",2011-01-07T00:44:47.400,WARM,SUB,NO,medium,4,0.02,55568.0311042,7401.276785887954,94.02636577354906,1.2704073701557754,0
40463360,"245.21974906,  40.961449",2010-10-01T08:06:27.697,WARM,SUB,NO,medium,4,0.02,55470.3378206,1656.1977146041088,20.846086108165146,1.2586713484958596,0
40463616,"7.08789783, -20.33504928",2011-01-12T00:21:50.693,WARM,SUB,NO,medium,4,0.02,55573.0151701,2920.8213909374576,70.28615665114681,2.40638324785029,0
40464384,"347.70866033,  45.512270",2010-09-19T02:59:09.065,WARM,SUB,NO,medium,4,0.02,55458.1244105,2507.002580944062,0.0,0.0,0
40464640,"221.50033325, -25.443176",2010-08-31T07:55:48.553,WARM,SUB,NO,medium,4,0.02,55439.3304231,6267.554056683379,0.0,0.0,0
40465152,"205.78583307, -69.127721",2011-04-13T23:36:35.247,WARM,SUB,NO,medium,4,0.02,55664.9837413,1599.0034032727376,61.6704489443044,3.856805358767922,0
40465408,"104.5489589,  22.4758845",2010-11-25T12:11:17.645,WARM,SUB,NO,medium,4,0.02,55525.5078431,2265.344230130201,53.04208651398854,2.341458124045895,0
40465664,"153.68399134, -42.121940",2011-03-28T23:06:31.760,WARM,SUB,NO,medium,4,0.02,55648.9628676,9413.515615204473,205.45081337963788,2.1825088710513096,0
40465920,"283.27447242, -50.180528",2010-10-27T02:01:54.349,WARM,SUB,NO,medium,4,0.02,55496.0846568,1036.250154033582,70.58691917670643,6.811764408617776,0
40466176,"214.10114561,  39.744710",2011-04-15T12:50:02.203,WARM,SUB,NO,medium,4,0.02,55666.5347477,2064.0326522491973,58.478646678569945,2.8332229441644334,0
40466432,"289.54075387, -53.387087",2010-10-26T23:44:09.390,WARM,SUB,NO,medium,4,0.02,55495.9889976,2708.753478655998,22.7825024160453,0.841069613590281,0
40466688,"287.29116833,  76.560503",2010-09-19T01:59:17.866,WARM,SUB,NO,medium,4,0.02,55458.0828457,5449.201846860757,153.76663335991842,2.8218193724738274,0
40466944,"270.62808754,  58.627265",2010-09-19T01:14:59.686,WARM,SUB,NO,medium,4,0.1,55458.0520797,714.6017916234009,10.052557462725726,1.4067355526619614,0
40467456,"199.94022067,  47.778041",2011-01-25T23:46:29.264,WARM,SUB,NO,medium,4,0.02,55586.9906165,5687.533030807201,0.18318331209638927,0.0032207867823211755,0
40467712,"176.76597708, -11.82407",2011-03-12T15:12:17.398,WARM,SUB,NO,medium,4,0.02,55632.6335347,1097.458190588588,43.994917751562504,4.008801258111453,0
40467968,"176.76457848,  50.971806",2011-01-08T22:31:54.570,WARM,SUB,NO,medium,4,0.02,55569.938826,893.5685499404923,50.005082929114415,5.596110441940301,0
40468224,"281.09576667,  39.612766",2010-09-01T17:03:46.252,WARM,SUB,NO,medium,4,0.02,55440.710952,6549.993314347109,81.51833362062553,1.244555982096466,0
40468480,"219.70926871,  44.404499",2011-04-16T19:27:36.948,WARM,SUB,NO,medium,4,0.02,55667.8108443,2299.559787156988,40.337935118021555,1.75415900657632,0
40468992,"203.5330453,  3.65896945",2011-03-31T23:18:14.191,WARM,SUB,NO,medium,4,0.02,55651.9709976,3195.949374576164,22.08485009378266,0.6910262806247198,0
40470016,"319.96662816, -53.449423",2010-11-26T15:20:19.612,WARM,SUB,NO,medium,4,0.02,55526.6391159,8193.088845598118,219.9973121880292,2.685157165190838,0
