File#,Coord Conversion Issue,Centroiding Issue,Bad Center Guess,Not In FOV,Ap Out Of Bound,Xc,Yc,Fx,Fy,Time[MJD],Raw_Flux,Bkg_Flux,Res_Flux
1,N,N,N,N,Y,8.646578082074871,12.395501929075962,1.980796118982885,1.8669243896072443,53600.1185194,nan,nan,nan
2,N,N,N,N,N,20.243171341449333,10.292524984889177,1.3733604985625254,1.6809903960312158,53600.11925,7852.366506747093,357.43803500381443,7494.928471743278
3,N,N,N,N,Y,8.306607240499666,17.043110551121163,1.3734696364599615,1.2279467590636957,53600.1186368,nan,nan,nan
4,N,N,N,N,Y,15.184489814633382,22.147575416518468,1.093372409660726,1.4607785203816643,53600.1188824,nan,nan,nan
5,N,N,N,N,Y,10.373600958889067,23.51003651085504,1.7250056313152893,1.831142314912122,53600.1187597,nan,nan,nan
6,N,N,N,N,Y,24.778544298180975,15.849368583654742,1.7221788182436986,1.403093475976483,53600.1191276,nan,nan,nan
7,N,N,N,N,Y,15.172066202019098,7.802883552801732,1.352738363019769,1.2891643107026427,53600.1193729,nan,nan,nan
8,N,N,N,N,N,21.014084435014073,19.861626069155196,1.2957989286849967,1.28564349926171,53600.1190046,7771.743211782093,163.496044491973,7608.247167290119
9,N,N,N,N,Y,10.14073834656523,7.431070067093913,1.2832156023880021,1.8332719890358498,53600.1183682,nan,nan,nan
1,N,N,N,N,Y,24.711101405712277,15.386494097136472,2.0112748080417613,1.8940088319567039,53603.6206309,nan,nan,nan
2,N,N,N,N,Y,10.997639956199945,6.735778897450094,1.3367636819120665,1.4391066807177542,53603.6198718,nan,nan,nan
3,N,N,N,N,Y,10.404196193680725,23.124159748647347,1.3883674729741855,1.6062179442701738,53603.6202628,nan,nan,nan
4,N,N,N,N,Y,15.14679582034283,7.439602334625683,1.7772141444663483,1.3162233192330206,53603.6208763,nan,nan,nan
5,N,N,N,N,Y,8.3824913325967,16.909294616896943,1.3276731901251695,1.7277090520726277,53603.6201402,nan,nan,nan
6,N,N,N,N,N,20.996505672204965,19.473735388484585,1.4033255420093738,1.8373198610503467,53603.6205081,6756.322449740372,323.7928164594,6432.529633280972
7,N,N,N,N,N,15.141831239476339,21.955380975197727,1.0061359869605262,1.4843495223749903,53603.6203865,7002.836328030775,245.16933549440395,6757.666992536371
8,N,N,N,N,N,20.20524609549515,10.086967450702327,1.4533834152317568,1.1012360457073225,53603.6207538,6686.386379449961,226.52685988878625,6459.859519561175
9,N,N,N,N,Y,8.901774085636339,12.032722075859494,1.152603891908618,1.541216853862787,53603.6200177,nan,nan,nan
1,N,N,N,N,Y,11.13243808480445,7.058728906274158,1.0644349979600656,1.6485703327563377,53604.6636833,nan,nan,nan
2,Y,N,N,N,N,nan,nan,nan,nan,53604.6669803,nan,nan,nan
3,Y,N,N,N,N,nan,nan,nan,nan,53604.6672247,nan,nan,nan
4,N,N,N,N,Y,15.441268970486343,22.103297143971375,1.2178902200301034,1.8307646558247943,53604.664197,nan,nan,nan
5,Y,N,N,N,N,nan,nan,nan,nan,53604.6668567,nan,nan,nan
6,N,N,N,N,Y,15.611906655982938,7.666379270558743,2.082278764835358,1.6463186674933143,53604.6646888,nan,nan,nan
7,N,N,N,N,Y,9.16256316187273,12.238320380761966,1.110377243240606,1.7946257392101022,53604.663829,nan,nan,nan
8,N,N,N,N,Y,10.889589371418525,23.323871646940397,1.4677898481005116,1.9811317790575362,53604.6640755,nan,nan,nan
9,Y,N,N,N,N,nan,nan,nan,nan,53604.666734,nan,nan,nan
10,N,N,N,N,Y,25.10840687178263,15.694185648838195,1.7685029947264093,1.3907112161994781,53604.6644424,nan,nan,nan
11,Y,N,N,N,N,nan,nan,nan,nan,53604.6673474,nan,nan,nan
12,Y,N,N,N,N,nan,nan,nan,nan,53604.6666119,nan,nan,nan
13,Y,N,N,N,N,nan,nan,nan,nan,53604.6674701,nan,nan,nan
14,N,N,N,N,N,20.63273236936593,10.24795036657927,1.385675879767926,2.0691651642668347,53604.664565,6681.654332385811,227.11374653005495,6454.540585855756
15,N,N,N,N,Y,8.848764156619566,17.048183660004472,1.3423408351563662,1.7681060476999642,53604.6639517,nan,nan,nan
16,Y,N,N,N,N,nan,nan,nan,nan,53604.6664656,nan,nan,nan
17,Y,N,N,N,N,nan,nan,nan,nan,53604.6671021,nan,nan,nan
18,N,N,N,N,N,21.238131372942444,19.733011595764445,1.3088927941081367,1.6933996197855574,53604.6643198,6540.462442453163,189.39117622198015,6351.071266231183
1,N,N,N,N,Y,10.224761130383621,23.15031833294074,1.2635951224545123,1.4316264260265588,53628.5733631,nan,nan,nan
2,N,N,N,N,Y,10.68118307946331,6.926321542823336,1.7638514431127164,1.3268835004363368,53628.5729725,nan,nan,nan
3,N,N,N,N,Y,15.074095476776284,7.3177846018877215,1.698396656508627,1.304083228071576,53628.5739767,nan,nan,nan
4,N,N,N,N,N,15.044230531984367,21.895384335224005,1.4196188508261507,1.0682738147235336,53628.5734857,12475.481944383933,222.8638944958277,12252.618049888106
5,N,N,N,N,N,20.898126754125627,19.494870328731416,1.5580128408965979,1.835240388762862,53628.5736088,12428.854358048395,485.2231067747876,11943.631251273608
6,N,N,N,N,Y,24.46722158748009,15.34630542964853,1.901936093107893,1.885491127280193,53628.5737312,nan,nan,nan
7,N,N,N,N,Y,8.683856811256778,12.107220212447727,1.3977109694140761,1.7237757838989185,53628.5731178,nan,nan,nan
8,N,N,N,N,Y,8.20809996807496,16.893386816169457,1.3220208643420812,1.1792196626953575,53628.5732405,nan,nan,nan
9,N,N,N,N,N,20.124460457739747,10.070840258937295,1.5016227673071931,1.0354128279104247,53628.5738539,12149.636437249688,374.161449371508,11775.47498787818
1,N,N,N,N,Y,15.190966252611247,22.01802758040681,1.4639793438666104,1.0247466629049213,53628.6068425,nan,nan,nan
2,N,N,N,N,Y,24.829591195867582,15.405426328382408,1.9241376306915108,1.6831670801637593,53628.6070876,nan,nan,nan
3,N,N,N,N,Y,10.967099361560912,6.899446836600867,1.1401186933772147,1.411003855835171,53628.6063289,nan,nan,nan
4,N,N,N,N,Y,8.924028459151218,12.196821624774557,1.4240528616712453,1.6248009266959893,53628.6064741,nan,nan,nan
5,N,N,N,N,N,20.23155853814611,10.041653073881772,1.4512879018555183,1.0883301589244272,53628.6072103,10190.777379164629,107.86510965614482,10082.912269508484
6,N,N,N,N,N,21.028558556630763,19.58517418578812,1.6809191404093757,1.3169772382207163,53628.606965,9955.30740570692,199.51557602337377,9755.791829683547
7,N,N,N,N,Y,10.203328113461652,23.691316398936035,1.5405919339433458,1.3812331256135555,53628.6067195,nan,nan,nan
8,N,N,N,N,Y,8.231022285713149,17.150037734909812,1.4468004375299732,1.2528706177651039,53628.6065968,nan,nan,nan
9,N,N,N,N,Y,15.177050982919903,7.3395271052112525,1.7153441842771213,1.3662754763473384,53628.6073329,nan,nan,nan
1,N,N,N,N,Y,8.215483412358607,17.126602211406933,1.2199802197421523,1.4273781413942117,53628.7446448,nan,nan,nan
2,N,N,N,N,Y,10.209440364482276,23.629748524186926,1.6986304261563163,1.3921293916298587,53628.7447665,nan,nan,nan
3,N,N,N,N,Y,24.450631730931086,15.859599329605334,1.8009107583285173,1.3613824027130592,53628.7451347,nan,nan,nan
4,N,N,N,N,Y,8.686881988870292,12.503766145990024,1.945330321206373,1.8393001784456455,53628.7445211,nan,nan,nan
5,N,N,N,N,Y,15.070128183609686,22.143915580113113,1.0859136233720574,1.5648185103637673,53628.7448891,nan,nan,nan
6,N,N,N,N,N,20.115447580559742,10.37989971836428,1.744071148460417,1.2643504195868518,53628.7452581,8009.962388692127,28.839802721472743,7981.122585970655
7,N,N,N,N,Y,10.796467099312435,7.076777222816952,1.723919540864337,1.2829808405325451,53628.7443754,nan,nan,nan
8,N,N,N,N,N,20.86208455129153,19.891870214254364,1.4493713960863683,1.3000393947153346,53628.7450118,7778.245658207939,249.5845149821516,7528.661143225788
9,N,N,N,N,Y,15.063371322726555,7.823108478654354,1.2428881852929803,1.2790751698870162,53628.7453798,nan,nan,nan
1,N,N,N,N,Y,15.0483200028761,22.022108261641026,1.0046659618442895,1.4838829683693493,53630.9448253,nan,nan,nan
2,N,N,N,N,Y,8.201885817066769,16.998544678996566,1.4302929542930718,1.0277982882449945,53630.9445799,nan,nan,nan
3,N,N,N,N,Y,15.090408647959665,7.605936954324274,1.2983542440054894,1.708125739900543,53630.945316,nan,nan,nan
4,N,N,N,N,Y,10.710509547048124,6.9504665540002,1.7117603941540875,1.2956221517975892,53630.9443114,nan,nan,nan
5,N,N,N,N,Y,10.213310625744834,23.25922258285275,1.6087964025294246,1.331102062231608,53630.9447026,nan,nan,nan
6,N,N,N,N,N,20.874640717719167,19.660882141958577,1.5449294971212524,1.6857845569670684,53630.9449479,5907.5317770664915,157.28601732706144,5750.2457597394305
7,N,N,N,N,Y,24.395983197079563,15.560339257649334,1.905883945777954,1.8392544617465312,53630.9450708,nan,nan,nan
8,N,N,N,N,Y,8.603818749806152,12.129866957652673,1.8072587304027377,1.5105393671002367,53630.9444573,nan,nan,nan
9,N,N,N,N,N,20.129365928950147,10.130617570064462,1.0797034300061414,1.4757316418354292,53630.9451932,5976.20520878212,197.59447020392784,5778.6107385781925
